Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICE_EDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|Codice progetto|Importo totale opera|Finanziamento/ Provvedimento
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-12-28|2017-06-26|2018-01-24|Comune di Catania|COMUNE|0870151863|CTIC8AG00P|CTEE8AG02T|CD P.S.DI GUARDO   CATANIA||Concessa proroga di 60 gg. Ultimazione prevista in data 24/01/2018.  - Ulteriore Edificio Scolastico coinvolto: 0870151474|No|37.557494|15.043684|adeguamento impiantistica e/o antincendio|Cantiere aperto|D65J14000030001|233800,0000|233800,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-12-21|2017-07-03|2017-12-25|Comune di Catania|COMUNE|0870151886|CTIC8AF00V|CTEE8AF033|VIA DI GREGORIO||Concessa proroga di 25 gg. Ultimazione prevista in data 25/12/2017.  - Ulteriore Edificio Scolastico coinvolto:  0870151887|No|37.504894|15.0629|adeguamento impiantistica e/o antincendio|Cantiere aperto|D65J14000040001|200000,0000|200000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-12-22|2017-07-10|2017-12-27|Comune di Catania|COMUNE|0870152850|CTIC8AF00V||||Concessa proroga di 20 gg. Ultimazione prevista in data 27/12/2017.  - Ulteriore Edificio Scolastico coinvolto:  0870152857 - 0870152858|No|37.5048915|15.06285|adeguamento impiantistica e/o antincendio|Cantiere aperto|D69E14000120001|265000,0000|265000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-12-28|2017-07-10|2017-12-05|Comune di Catania|COMUNE||CTIC8AF00V|||||No|37.503839|15.06179|adeguamento impiantistica e/o antincendio|Concluso|D69I14000000001|302000,0000|302000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-12-21|2017-06-21|2017-11-17|Comune di Catania|COMUNE|0870151522|CTIC894004|CTEE894027|VIA ANFUSO|||No|37.527494|15.114095|adeguamento impiantistica e/o antincendio|Concluso|D69J14000050001|241000,0000|241000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-12-28|2017-08-02|2018-02-24|Comune di Catania|COMUNE|0870152851|CTIC89700G|CTMM89701L|ITALO CALVINO||Ultimazione lavori  prevista in data 24/02/2018|No|37.536662|15.086962|adeguamento impiantistica e/o antincendio|Cantiere aperto|D69J14000060001|264900,0000|264900,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|2017-09-01|2018-02-01|Comune di Catania|COMUNE|0870151402|CTIC881002|CTMM881013|MUSCO|||No|37.490202|15.063366|adeguamento impiantistica e/o antincendio|Start|D64H17000210005|550000,0000|550000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|2017-09-01|2018-02-01|Comune di Catania|COMUNE|0870151408|CTIC881002|CTEE881036|MUSCO|||No|37.495474|15.04829|adeguamento impiantistica e/o antincendio|Start|D64H17000220001|430000,0000|430000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|2017-09-01|2018-02-01|Comune di Catania|COMUNE|0870151822|CTIC886005|CTEE886017|CRAVONE|||No|37.495988|15.037778|adeguamento impiantistica e/o antincendio|Start|D64H17000230001|285000,0000|285000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|||Comune di Catania|COMUNE|0870151858|CTIC8AA00Q|CTMM89601R|S.M. COPPOLA|||No|37.497524|15.073647|adeguamento impiantistica e/o antincendio|Start|D64H17000240001|441000,0000|441000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|||Comune di Catania|COMUNE|0870151399|CTIC8AE003|CTEE8AE015|CD TEMPESTA CATANIA|||No|37.496974|15.084869|adeguamento impiantistica e/o antincendio|Dato in raccolta|D64H17000250001|252000,0000|252000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|||Comune di Catania|COMUNE|0870151399|CTIC8AE003|CTMM8AE014|SM TEMPESTA|||No|37.493263|15.084968|adeguamento impiantistica e/o antincendio|Dato in raccolta|D64H17000260001|294000,0000|294000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|||Comune di Catania|COMUNE|0870151394|CTIC8AE003|CTEE8AE037|VIA S.G.LA RENA||Ulteriore Edificio Scolastico coinvolto: 0870151395|No|37.46414|15.080368|adeguamento impiantistica e/o antincendio|Dato in raccolta|D64H17000280001|223000,0000|223000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|||Comune di Catania|COMUNE|0870151851|CTIC8AF00V||||Ulteriore Edificio Scolastico coinvolto: 0870151852 - 0870151857|No|37.503583|15.061386|adeguamento impiantistica e/o antincendio|Dato in raccolta|D64H17000290001|482000,0000|482000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|||Comune di Catania|COMUNE|0870151343|CTIC86200I|CTEE86201P|IC  PESTALOZZI  CATANIA|||No|37.490069|15.059874|adeguamento impiantistica e/o antincendio|Dato in raccolta|D64H17000300001|354000,0000|354000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|||Comune di Catania|COMUNE|0870151511|CTIC87500P|CTAA87501G|F. PETRARCA RIME SPARSE||Ulteriore Edificio Scolastico coinvolto: 0870151523 - 0870152060|No|37.534814|15.061632|adeguamento impiantistica e/o antincendio|Dato in raccolta|D64H17000310001|478000,0000|478000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Catania|Catania|087015|Amministrazione comunale|2017-05-11|||Comune di Catania|COMUNE|0870152817|CTIC880006|CTEE880018|I.C. V.DA FELTRE|||No|37.515208|15.050527|adeguamento impiantistica e/o antincendio|Dato in raccolta|D64H17000320001|320000,0000|320000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Palermo|Palermo|082053|Amministrazione comunale|2017-06-14|2018-09-01|2020-09-30|Palermo|COMUNE|0820539902||||||No|38.190461|13.329591|Nuova costruzione|In approvazione|D77B16000380001|16544789,2800|11569140,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Sicilia|Palermo|Palermo|082053|Amministrazione comunale|2017-09-16|2018-09-01|2020-09-30|Palermo|COMUNE|0820539903||||||No|38.087646|13.433654|Nuova costruzione|In approvazione|D77B16000390001|14544300,0000|11228800,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Acri|078003|Regione Calabria|2017-07-21|2018-02-10|2018-09-10|COMUNE DI ACRI|COMUNE|0780030050||CSAA88404A|ACRI - SAN GIACOMO|||No|39.523770|16.465976|ADEGUAMENTO|Dato in raccolta|G23G15001530001|163841,8500|147136,4500
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Acri|078003|Regione Calabria|2017-07-21|2018-02-10|2018-09-10|COMUNE DI ACRI|COMUNE|0780030035||CSEE88306T|Primaria - DUGLIA|||No|39.512291|16.391558|ADEGUAMENTO|Dato in raccolta|G23G15001520001|421488,5300|412975,3300
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Altomonte|078009|Regione Calabria|2017-07-21|2018-01-22|2018-09-21|COMUNE DI ALTOMONTE|COMUNE|0780090447||CSEE87503Q|Primaria - ALTOMONTE|||No|39.697888|16.12662|ADEGUAMENTO|Dato in raccolta|I84H17000240001|1089000,0000|1089000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Bisignano|078017|Regione Calabria|2017-07-21|2018-01-31|2018-08-29|COMUNE DI BISIGNANO|COMUNE|0780170085||CSAA8AJ02E|BISIGNANO - CENTRO PIANO|||No|39.519809|16.288213|ADEGUAMENTO|Dato in raccolta|F71E15000720006|390510,0000|347557,8100
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Vibo Valentia|Capistrano|102005|Regione Calabria|2017-07-21|2017-11-07|2018-05-07|COMUNE DI CAPISTRANO|COMUNE|1020050667||VVEE835081|SCUOLA ELEMENTARE CAPISTRANO|||No|38.691719|16.288690|ADEGUAMENTO|Dato in raccolta|H74H17000410002|423884,6300|423884,6300
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Caraffa di Catanzaro|079017|Regione Calabria|2017-07-21|2016-11-28|2017-06-30|COMUNE DI CARAFFA DI CATANZARO|COMUNE|0790170063||CZMM83903B|SM CARAFFA-IC "SABATINI" BORGIA|||No|38.879307|16.487397|ADEGUAMENTO|Cantiere aperto|C91E15000150002|366441,6000|362777,1800
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Cassano all`Ionio|078029|Regione Calabria|2017-07-21|2018-02-10|2018-10-10|COMUNE DI CASSANO ALL`IONIO|COMUNE|0780290813||CSEE822059|CASSANO LAUROPOLI-SAN NICOLA-|||No|39.782190|16.335586|ADEGUAMENTO|Dato in raccolta|F16J17000150005|614188,7300|607985,4300
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Catanzaro|079023|Regione Calabria|2017-07-21|2017-08-01|2018-07-30|COMUNE DI CATANZARO|COMUNE|0790230484||||||No|38.832241|16.608082|ADEGUAMENTO|Dato in raccolta|D61E1400024004|2827875,7000|287100,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Reggio di Calabria|Caulonia|080025|Regione Calabria|2017-07-21|||COMUNE DI CAULONIA|COMUNE|0800251235||RCMM826012|CAULONIA MARINA|||No|38.343880|16.463182|NUOVA COSTRUZIONE|Dato in raccolta||0,0000|557925,4800
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Reggio di Calabria|Cittanova|080028|Regione Calabria|2017-07-21|2018-03-31|2019-03-31|COMUNE DI CITTANOVA|COMUNE|0800280088||RCAA847042|Infanzia - CITTANOVA  S. ANTONIO|||No|38.355058|16.083544|ADEGUAMENTO|Dato in raccolta|C41E15000070006|820403,4900|778709,2500
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Civita|078041|Regione Calabria|2017-07-21|2018-03-30|2018-10-30|COMUNE DI CIVITA|COMUNE|0780410500||CSEE85801X|Primaria - CIVITA|||No|39.826482|16.316307|ADEGUAMENTO|Dato in raccolta|D47E17000030006|591851,0000|585932,4900
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Decollatura|079043|Regione Calabria|2017-07-21|||COMUNE DI DECOLLATURA|COMUNE|0790430146||CZEE81307C|Primaria - SAN BERNARDO|||No|39.052591|16.347855|ADEGUAMENTO|Dato in raccolta||0,0000|47520,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Dipignano|078049|Regione Calabria|2017-07-21|2018-01-31|2018-07-31|COMUNE DI DIPIGNANO|COMUNE|0780490704||CSAA80201P|DIPIGNANO LAURIGNANO|||No|39.280533|16.209222|ADEGUAMENTO|Dato in raccolta|I36J14000800002|381535,0000|343035,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Vibo Valentia|Filadelfia|102011|Regione Calabria|2017-07-21|2018-06-01|2018-10-01|COMUNE DI FILADELFIA|COMUNE|1020110158||VVAA829015|VIA PIANO DELLE GRAZIE|||No|38.78135|16.290724|ADEGUAMENTO|Dato in raccolta|E44H17000270001|316800,0000|316800,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Fuscaldo|078058|Regione Calabria|2017-07-21|2018-01-10|2018-10-10|COMUNE DI FUSCALDO|COMUNE|0780580210||CSEE873023|Primaria - CARIGLIO|||No|39.431323|16.016572|ADEGUAMENTO|Dato in raccolta|G31E17000100001|324747,1000|324747,1000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Isca sullo Ionio|079063|Regione Calabria|2017-07-21|||COMUNE DI ISCA SULLO IONIO|COMUNE|0790630981||CZMM821036|SMS ISCA MARINA - IC DAVOLI M.|||No|38.602288|16.555609|ADEGUAMENTO|Dato in raccolta||380791,9600|380791,9600
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Lago|078062|Regione Calabria|2017-07-21|2018-01-21|2018-10-21|COMUNE DI LAGO|COMUNE|0780620219||CSMM865023|SM LAGO|||No|39.167920|16.146512|ADEGUAMENTO|Dato in raccolta|J74H15001550006|445635,0000|432135,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Laino Castello|078064|Regione Calabria|2017-07-21|2018-06-01|2018-10-31|COMUNE DI LAINO CASTELLO|COMUNE|0780640623||CSEE829043|Primaria - LAINO CASTELLO|||No|39.936640|15.977429|ADEGUAMENTO|Dato in raccolta|C72G04000030002|99000,0000|99000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Lamezia Terme|079160|Regione Calabria|2017-07-21|||COMUNE DI LAMEZIA TERME|COMUNE|0791601430||CZAA863012|LAMEZIA T. BELLA IC MANZ.AUGRUS|||No|38.974183|16.308624|ADEGUAMENTO|Dato in raccolta||0,0000|304764,6500
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Lamezia Terme|079160|Regione Calabria|2017-07-21|2018-08-24|2018-12-24|COMUNE DI LAMEZIA TERME|COMUNE|0791600452||CZEE84403X|Primaria - CAPIZZAGLIE|||No|38.951740|16.3097793|ADEGUAMENTO|Dato in raccolta|C81E17000070006|260254,7800|154591,3400
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Lamezia Terme|079160|Regione Calabria|2017-07-21|2018-04-09|2018-12-24|COMUNE DI LAMEZIA TERME|COMUNE|0791600215||CZEE86801A|Primaria - E. BORRELLO|||No|38.966648|16.279171|ADEGUAMENTO|Dato in raccolta|C81E17000060006|633135,1900|376082,3000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Magisano|079068|Regione Calabria|2017-07-21|2017-12-31|2018-07-31|COMUNE DI MAGISANO|COMUNE|0790680366||CZAA87308X|MAGISANO-SAN PIETRO-IC TAVERNA|||No|39.011981|16.612382|ADEGUAMENTO|Dato in raccolta|F61E17000110002|499950,0000|499950,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Mandatoriccio|078074|Regione Calabria|2017-07-21|||COMUNE DI MANDATORICCIO|COMUNE|0780740862||CSMM849014|SM MANDATORICCIO|||No|39.4653|16.8337|ADEGUAMENTO|Dato in raccolta||0,0000|267300,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Marano Marchesato|078076|Regione Calabria|2017-07-21|2018-03-01|2019-07-01|COMUNE DI MARANO MARCHESATO|COMUNE|0780760662||CSEE87702A|Primaria - MARANO MARCHESATO|||No|39.312301|16.16956|NUOVA COSTRUZIONE|Dato in raccolta||1066230,0000|1066230,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Reggio di Calabria|Melicucco|080049|Regione Calabria|2017-07-21|2018-04-30|2018-11-30|COMUNE DI MELICUCCO|COMUNE|0800490668||RCMM84901P|CARLO LEVI|||No|38.433144|16.058034|ADEGUAMENTO|Dato in raccolta|D76J14000670002|606970,0000|559845,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Reggio di Calabria|Melicucco|080049|Regione Calabria|2017-07-21|2018-04-30|2018-11-30|COMUNE DI MELICUCCO|COMUNE|0800490459||RCEE84901Q|DON LORENZO MILANI (CAPOLUOGO)|||No|38.432577|16.058567|ADEGUAMENTO|Dato in raccolta|D76J14000680002|1127000,0000|1039500,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Mendicino|078079|Regione Calabria|2017-07-21|2017-11-15|2018-06-15|COMUNE DI MENDICINO|COMUNE|0780790928||CSAA87002A|MENDICINO - SANTA CROCE|||No|39.280533|16.209222|ADEGUAMENTO|Dato in raccolta|G65I17000000006|297000,5000|251707,5000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Vibo Valentia|Mileto|102021|Regione Calabria|2017-07-21|2018-04-07|2019-02-28|COMUNE DI MILETO|COMUNE|1020210273||VVAA82502V|NUOVO EDIFICIO EX SACCARI|||No|38.602157|16.058473|ADEGUAMENTO|Dato in raccolta|D58C15000310006|485100,0000|485100,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Reggio di Calabria|Monasterace|080052|Regione Calabria|2017-07-21|2017-10-02|2018-04-15|COMUNE DI MONASTERACE|COMUNE|0800521204||RCAA82902A|Infanzia - MARINA LUPA|||No|38.438472|16.574028|ADEGUAMENTO|Dato in raccolta||519750,0000|519750,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Montegiordano|078082|Regione Calabria|2017-07-21|2017-11-30|2018-05-30|COMUNE DI MONTEGIORDANO|COMUNE|0780820310||CSAA85007A|MONTEGIORDANO MARINA|||No|40.030360|16.598151|ADEGUAMENTO|Dato in raccolta|H96J15001170002|228873,2500|227873,2500
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Vibo Valentia|Nardodipace|102024|Regione Calabria|2017-07-21|||COMUNE DI NARDODIPACE|COMUNE|1020240154||VVEE80702E|CAPOLUOGO (NARDODIPACE)|||No|38.475113|16.341631|ADEGUAMENTO|Dato in raccolta||0,0000|396000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Catanzaro|Palermiti|079089|Regione Calabria|2017-07-21|2019-03-10|2019-09-10|COMUNE DI PALERMITI|COMUNE|0790890520||CZMM843055|PALERMITI IC CHIARAVALLE ALVARO|||No|38.750232|16.452284|ADEGUAMENTO|Dato in raccolta|G96J17000150002|495000,0000|495000,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Paola|078091|Regione Calabria|2017-07-21|2018-01-20|2018-07-20|COMUNE DI PAOLA|COMUNE|0780910630||CSEE87104D|PAOLA - MARINA|||No|39.357352|16.035866|ADEGUAMENTO|Dato in raccolta|C91E15000890002|455400,0000|455400,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Cosenza|Parenti|078093|Regione Calabria|2017-07-21|2018-06-30|2018-09-30|COMUNE DI PARENTI|COMUNE|0780930883||CSMM87402T|SM PARENTI (IC ROGLIANO)|||No|39.160575|16.414365|ADEGUAMENTO|Dato in raccolta|G24H14001330002|267300,0000|267300,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Vibo Valentia|Polia|102029|Regione Calabria|2017-07-21|||COMUNE DI POLIA|COMUNE|1020290573||VVEE82905E|POLIA CELLIA|||No|38.7509|16.312146|ADEGUAMENTO|Dato in raccolta||0,0000|247500,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Reggio di Calabria|Rizziconi|080065|Regione Calabria|2017-07-21|||COMUNE DI RIZZICONI|COMUNE|0800650525||RCEE85105X|SPINA|||No|38.418208|15.984971|ADEGUAMENTO|Dato in raccolta||0,0000|134521,2000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Reggio di Calabria|Roccella Ionica|080067|Regione Calabria|2017-07-21|2018-05-30|2018-12-30|COMUNE DI ROCCELLA IONICA|COMUNE|0800670528||RCEE854017|ROCCELLA CAPOLUOGO|||No|38.323583|16.403814|NUOVA COSTRUZIONE|Dato in raccolta|B77B16001030005|1280000,0000|957825,0000
PATTI PER IL SUD – FSC 2014-2020 – Delibera CIPE n.26 del 10/08/16|Calabria|Reggio di Calabria|Rosarno|080069|Regione Calabria|2017-07-21|2018-01-30|2018-09-30|COMUNE DI ROSARNO|COMUNE|0800690180||||||No|38.48196|15.979515|ADEGUAMENTO|Dato in raccolta||462825,0000|462825,0000
